year,month,fk_item,total_sell,total_cost,monthly_margin
2024,1,11241ea89d57efceee97edbd9b178775,107.60409,96.84,0.1
2024,1,115da2c4a377d5f4810e603406d4a492,63.60644,21.84,0.6566
2024,1,1161c065cc61ea49f41c2263aa02d215,18.324526,6.6,0.6398
2024,1,1168d0128a923cdfa589ba766a113064,2.827384,1.6068,0.4317
2024,1,117e7650e91c04b27fc9d4ca69ab466c,92.885833,52.56,0.4341
2024,1,1180c22746e3fd2cc2e141c99e3400c5,7.46,3.8788,0.4801
2024,1,11874c100c867789012fba788f9661bc,14.96,8.67,0.4205
2024,1,11938022af48cc8a20ce1679f4acee3d,27.930046,16.4,0.4128
2024,1,1197aa590e72694d5317ac3f13733697,13.070082,8.71,0.3336
2024,1,11a2ec3c11627447884d0c9e1d2e12b9,2.457882,2.25,0.0846
2024,1,11a3140c37c6aeb8481170da5f635605,28.601076,24.21,0.1535
2024,1,11c0ce3e9fa09b3b0722790dcc503b5d,141.781064,64.13,0.5477
2024,1,11f704cf53f36578164bab062be852e8,79.214352,72.63,0.0831
2024,1,1237c2ed5fa6b57578db6d902d63363d,18.24,12.4122,0.3195
2024,1,124f90d85b505a30eb4ae443dc9d09c9,119.699846,74.9,0.3743
2024,1,1254b5ab6f077f0f3a3816c4addd6ef5,43.10629,27.72,0.3569
2024,1,127d0dad580efc0aae30cb9719a7f4a9,65.780575,42.35,0.3562
2024,1,1294100e4243970de30a6431c951b9b6,146.975993,125.23,0.148
2024,1,12b33f9ae72c35a1f0ba3a7f2ddbd588,8.784128,7.22,0.1781
2024,1,12c86e9b217078358c02658bb1383285,7.89111,6.42,0.1864
2024,1,12d169f80a80a5f319d96c6ca686a254,25.859852,15.26,0.4099
2024,1,12fdb747bcb8eb02da978eba3d259f1c,119.574119,26.4,0.7792
2024,1,1306ed75928ce9c7d379e0d327965114,30.6838,12.33,0.5982
2024,1,1315f44754c79d99a7e16da00dce90ef,129.507934,64.68,0.5006
2024,1,133aca581f391e40753cc80ac1e583b9,12.87,10.71,0.1678
2024,1,134afefb2b7d84c2c953f25a4f604540,217.80719393,118.3,0.4569
2024,1,13525b416537512d2e9e5ec92b1deb43,2.5375,1.4586,0.4252
2024,1,1363ec77a658588166440fad8853ea0b,15.333864,13.73,0.1046
2024,1,137f9a28c5664eec96fef3cb4608d732,276.474381,210.6892,0.2379
2024,1,139d62da3bb631e172e0518f641b91bd,10.367719,3.36,0.6759
2024,1,13b5893ec1c4f2e696a7b5056b2deb05,13.247494,4.04,0.695
2024,1,13d2591389c64850928dc657488cc31c,18.404724,12.5349,0.3189
2024,1,13fb7e37b14f72b4f59b5ef8e8444683,158.857117,122.13,0.2312
2024,1,142fbe1a45f53b71611e665beb7ed889,13.288925,7.88,0.407
2024,1,14624be003df060a4e6fe06fe89ab0b8,12.08,8.96,0.2583
2024,1,1468fbaaa744f702ba5495d7765e2fbc,1.740674,0.87,0.5002
2024,1,147d3ea39ef0e78066c330e651a0c3c9,6.045956,4.8,0.2061
2024,1,14a897634116b574e15141901a052a9c,15.6034,6.4432,0.5871
2024,1,14c349c0494683c4c601017bb048a673,6.85125,3.95,0.4235
2024,1,14e1dd93cd71a00bc6f1bf8525b2d789,69.170122,29.7591,0.5698
2024,1,14f6a9514a188c8db49173323fd2062f,7.92285,4.71,0.4055
2024,1,14fb169bd544d5060cd8eefdfebf969c,9.922732,9.05,0.088
2024,1,155ed3e307b34f975368cc2593b0971f,42.46,31.61,0.2555
2024,1,1564a58bb2456f7fa86e6395f8e68942,35.714795,25.29,0.2919
2024,1,15bce2a6d5b9a9382e32a468b63f7c1b,8.64762,4.29,0.5039
2024,1,15d76ce07d2a9067a69b65c1fb8fd097,25.12994,15.6346,0.3778
2024,1,1640297323357a15ac773445734dd1c8,7.26778,5.0253,0.3086
2024,1,164db4b2b35302f042a1084c3116c638,18.421032,8.5,0.5386
2024,1,16791954a99760e08f86adf7f62e4740,47.324338,20.49,0.567
2024,1,16aafb0ac09208e8e9b46dc37d9ecb55,12.60995,4.44,0.6479
2024,1,16d666ed151bc19ddeb08d0ac3fc27f9,7.75905,3.95,0.4909
2024,1,1701ab7276204c9349dba21e47f31886,50.257847,31.48,0.3736
2024,1,17257f3cbd277ae3cfc89e7fd257dee3,7.595027,4.0555,0.466
2024,1,175093a619dfaf329dc088a1620fd9cd,146.020864,108.71,0.2555
2024,1,17689b51994e2e3461f236969e5204f3,91.58,59,0.3558
2024,1,1787274d769336548f82dc0228bc1b1b,11.239358,7.106,0.3678
2024,1,178e8d6b5fbf9a6c4592ce529d30d8ed,16.513784,5.05,0.6942
2024,1,178ea07f133a9e55668fc69de2d87ece,13.256932,10.62,0.1989
2024,1,17d65cbe7daf8046c4ee1b92b8c15aff,16.66096,4.6666,0.7199
2024,1,17d6f33af5c21d88beb9207f0670713f,9.396842,6.1595,0.3445
2024,1,181cfd8092b6fbf00098688c9d546487,502.828382,232.65,0.5373
2024,1,182c5f94934677a9567c78615f8ed3f6,8.29,7.43,0.1037
2024,1,18370bf0259d5ee018eb8a2b8f929915,43.743389,35.8,0.1816
2024,1,1842baead3460234bfca86342bf3b9e4,13.491348,10.63,0.2121
2024,1,186ab0fc7433dcc151524abb017e9797,3,1.78,0.4067
2024,1,1873d8485a0ac3b12a592f253dcf4dde,13.26,4.38,0.6697
2024,1,1883ba9d24916562cabb6ec47e0071c1,7.311996,2.99,0.5911
2024,1,189131b288467ab2c329bf1789fc7677,17.995276,13.25,0.2637
2024,1,18acd475f3618f879389045f9b9664aa,21.58,11.8,0.4532
2024,1,18cdb89f07bd0523634973770cf603ff,54.783456,28.5,0.4798
2024,1,18eb31eae441dda0eb2e662f0eca8119,4.471255,1.08,0.7585
2024,1,1908353db92f5a9ef6d01c5927c5eadd,63.131532,44.64,0.2929
2024,1,19117eb0b2c1963122a5f890b12e0dab,42.928062,13.9,0.6762
2024,1,192ad766bddf6eeb4aca4f31e75cd755,11.940486,8.5102,0.2873
2024,1,19327af49867f2f5269c672608b4daa9,101.054926,61.2,0.3944
2024,1,197f6be1dd377a8f518258df901c39ef,85.101076,67.28,0.2094
2024,1,1985c0be6be4d31a7627cc773c8a1996,8.78267,6.3252,0.2798
2024,1,198f01e2df356ac2a64adf21e79f2673,38.1685,19.2,0.497
2024,1,19b2b26d8e1f3becd3b31efd7d65fc8b,6.25,4.09,0.3456
2024,1,19c6d593a5404c63a4bbca14e7ac8abb,13.29,9.3235,0.2985
2024,1,19f5327a99eb9363deb9cc4d4ce2798b,6.340398,77.77,-11.2658
2024,1,1a1feb7d05aaaa3ac2326277e68290a6,9.6,7.7,0.1979
2024,1,1a4a67bd054efc7e7fa298ef9b85cd2d,1.08,0.89,0.1759
2024,1,1a535afd2ab5cea5c5de43d912454a36,33.4044,19.7392,0.4091
2024,1,1a552df33118159504e029c96506af7f,409.423335,185.26,0.5475
2024,1,1ac10351f6649024fcf6d6cc436a4616,56.764372,26.25,0.5376
2024,1,1ae48e3b3a3e3b70443631dc9e705370,2.181348,1.689,0.2257
2024,1,1aed5f49cd35214a6623c0313b05a9ee,9.12,2.91,0.6809
2024,1,1b122541ce8c8b86c573b6559f4f6883,17.192218,12.4,0.2787
2024,1,1b1f644fca6d681bbc82ba31103269f9,59.349602,50.96,0.1414
2024,1,1b3c886fd05f0af3e76e3632733052c2,5.803646,3.7425,0.3551
2024,1,1b604f36d6aa84bd6ca7aa6e01f07b89,29.12,18.76,0.3558
2024,1,1b88a18dfce884461bafda9e55053c3a,25.94514,11.78,0.546
2024,1,1bc631b6fdf4898dc866fb227a8dcf37,140.354323,52.64,0.6249
2024,1,1be5e8a51603772df41665f1968abf9c,14.963266,10.08,0.3264
2024,1,1c13ee46584f3a49787c1bb522d7f256,27.1245,19.5048,0.2809
2024,1,1c1ff3cf8770f7e0d0f88fbb8857d7d3,27.47808,8.18,0.7023
2024,1,1c4216a80d01b188b1115276ccfa25a8,10.103668,7.6572,0.2421
2024,1,1c4d3558ef00e15ad45d57b410f9073f,6.749846,3.9,0.4222
2024,1,1c56ba55ca52a8984058390a959fd783,24.34172,8.79,0.6389
2024,1,1c5cc73d912fa1c39579670bda0cee59,22.908652,13.08,0.429
2024,1,1c6918c658baf41f497ec01fe7a1bcd0,17.00125,8.45,0.503
2024,1,1c9330ab345e51f537d11690248ed8a1,962.49496504,568.71,0.4091
2024,1,1ca806fdd2e59f40020aa11ae3c75958,16.241424,11.7,0.2796
2024,1,1cb0b4ec90e10d973f4fc1e6bc16767c,23.623864,13,0.4497
2024,1,1cb57a8cbd28812d0260db2f00b6d7f1,291.112598,98,0.6634
2024,1,1cba0de1778caaf26ae2c14f5d412437,20.680582,7.93,0.6165
2024,1,1cdf14a6eb8216467ef38a37b1720a3f,33.29,20.7475,0.3768
2024,1,1ceea636fc6a06dd9fca641996a0830f,4.483466,2.49,0.4446
2024,1,1d3ea4e66ea3aaf30aeed6f38fd3863b,22.34625,16.68,0.2536
2024,1,1d45d2d0de925d718d58535913b7e86a,201.84500008,125.46,0.3784
2024,1,1d7eccc134e2313f4c3bcf900d07e883,46.650746,22.54,0.5168
2024,1,1d995dfe0dc3cbd8a97f09ef81e42c19,42.900046,14.08,0.6718
2024,1,1dabc5e09d8dc20b2b1083c8d4a0673b,3.29,2.14,0.3495
2024,1,1dd64c77686db73614b3e5b1ee5383c7,25.042212,10.11,0.5963
2024,1,1de4afd0aee133f197889a7687e15be9,37.70041,14.37,0.6188
2024,1,1dec0bf25ae5722d71f94cf0906b5d45,17.948989,11.43,0.3632
2024,1,1df442e884175c0cfdfb7b74d1fb22aa,8.669025,5.31,0.3875
2024,1,1e02d6ae8c7a76d254b6981faa614c1b,118.159942,61.59,0.4788
2024,1,1e1ddb9f31e3a59609f0aa4999698ad7,176.583157,102.2,0.4212
2024,1,1e42927c8b63e99dcd8374b302c50817,8.29,3.0425,0.633
2024,1,1e4424ad4273560c3250194c11dae9eb,19.056504,15.12,0.2066
2024,1,1e5281e1efb94c3ba7cd17f59ae1ff83,17.922766,7.62,0.5748
2024,1,1e8be0e5fd63f88ffab52e7ae812c549,4.336088,14.22,-2.2795
2024,1,1efa21e04567153c5978799bb6d075d8,47.466192,25.1586,0.47
2024,1,1f0b3042d6f727b9999a90131000658d,427.225625,356.72,0.165
2024,1,1f2170fd3280340ad8a7d6b1cbc7e552,15.014326,10.5,0.3007
2024,1,1f2c0ad0903ece078d65705f5bef5ff4,56.44034,45.63,0.1915
2024,1,1f36d759c54bf83e7c2771ee382d542f,8.29,9.1224,-0.1004
2024,1,1f442ac17a7c53ea63fe559ba28c7d48,16.357484,8.2,0.4987
2024,1,1f5d9d7112e70ac1a38ed4e8c2471eff,16.62,6.88,0.586
2024,1,1f8fa0863bfe97e21543e1a9d4ecd073,72.770133,42,0.4228
2024,1,1f92259c134875ab34d9f1f871cb99be,126.296116,69.96,0.4461
2024,1,1fd2d7b917807b58021f124dfbcd23cc,1.77625,1.1883,0.331
2024,1,1fecbab5523bf0ef2db767b8dca1ab7e,42.765402,37.8476,0.115
2024,1,202c903bc20671c35e4c8ecbdcdef21d,67.70210987,28.98,0.5719
2024,1,20495536e1ca9cf024d8a7cbb40773d1,10.79,7,0.3513
2024,1,207c29a12b96221c6641a2eaee2460de,7.308678,6.99,0.0436
2024,1,20807ed36ed2a4b2d2b46bcf1870b46b,16.360746,9.9,0.3949
2024,1,208a1b200297243085932a14ef2438bb,1.003158,0.35,0.6511
2024,1,20914dddb12a66d301bc1864949d883c,21.48,16.92,0.2123
2024,1,20d2f3a305d8b92aec9076ae4d38f687,56.987151,34.2,0.3999
2024,1,20dcd02a68d284e51fbb92435cf7a3e1,50.460494,19.39,0.6157
2024,1,20f9718d1c8d623ff8cb0680775bf4d7,37.813367,26.36,0.3029
2024,1,210e32462579231f0261741639878cfd,24.96,9.71,0.611
2024,1,211fa6f0fa7769af3b5835f28f2ee844,19.770706,10.02,0.4932
2024,1,212274d833b2ccfd3f7413044253c5ac,12.46,10.32,0.1717
2024,1,214a9ad5cc2e472f790e703e9aa9769a,6.34172,0,1
2024,1,215345f91be4fb9ae5995231d466502f,40.578545,25.27,0.3773
2024,1,2164b6c5a2ad24c934b567de3847db1d,85.825074,39.8,0.5363
2024,1,218f62a09fcbc5e5c2dfd31c44c2faa1,18.239544,10.82,0.4068
2024,1,21c359ecb01ab343a201cf2ebac10baf,18.29,8.48,0.5364
2024,1,21d9ee93f3f51e882c22ecf6fec4e20d,7.46,5.5935,0.2502
2024,1,220b9c07de876b2e9c832b61687234cd,39.472014,31.46,0.203
2024,1,220ca0947a0847bbb607afcd54368237,1.849815,0.56,0.6973
2024,1,221b7228f636fa0fa2dd90c7e6d63ce7,9.96,2.55,0.744
2024,1,2257e3cf9fa1a27bd8afdbcb12016fda,6.62,2.09,0.6843
2024,1,226895e2aa428d6cc7df9700852c2adf,35.190622,20.72,0.4112
2024,1,226d64c069735c4b758f60344eda8cc4,3.846082,2.8,0.272
2024,1,2287c9d223f6083565afb9eaaa4b0297,6.62,4.1,0.3807
2024,1,22bf14f2d1370ab4b84705bcfe1a8f0f,16.357484,6.74,0.588
2024,1,22d8f0a573b6eb5e457baf051f8e88d2,69.940308,41.11,0.4122
2024,1,22e0f4bb0492b0879c0a12f1136f6e8c,265.82854,172.5116,0.351
2024,1,22f0a4107a6586eb657b4848ccfd3284,16.62,11.6498,0.299
2024,1,22fb9a1a9c016345454216f22567ac95,47.67908,30.59,0.3584
2024,1,23045d2c21dad1b1eb98da154cfba348,25.36267,8.34,0.6712
2024,1,230e9e352f92a401f77718b1be7f8bc8,421.993839,261.24,0.3809
2024,1,23178b323398c262c79e6bf6c3572e53,13.29,7.52,0.4342
2024,1,23231a75d30c5df616e24a369f5fb8d1,66.58,42.54,0.3611
2024,1,23650c6f626811be7ce30b59a1ca63e5,32.407024,20.72,0.3606
2024,1,2365b5c7d10f53d91f27f5e7f9e198ea,13.310184,5.2,0.6093
2024,1,2375f12a32aa132a2cd3aac76323db17,16.62,12.14,0.2696
2024,1,2380413b755d95d643648ba46692f5e6,35.103898,15.51,0.5582
2024,1,23be8496b29f21a2cfd660c887f6b30f,661.060622,316.35,0.5215
2024,1,23d703134060fe36aefce6e56e3f4ad5,8.303125,6.03,0.2738
2024,1,23e722f2b120eeb8b03212f9d8c06b56,27.46,24.21,0.1184
2024,1,23f017f4487b9318ad05aac78446b66a,98.716076,30.28,0.6933
2024,1,23fddf66cd5e4b71191b603d97c833ef,7.683956,1.79,0.767
2024,1,241518eca483e3975bc6ea89e4ec45cc,5.22978,3.6415,0.3037
2024,1,2441d105b34df0372ed5accda132e396,63.068622,34.4,0.4546
2024,1,2444ce6541f210a650caeb481961030e,25.214044,22.01,0.1271
2024,1,246cd9c8b28d079b8b35e4c160587c82,8.81316,5.76,0.3464
2024,1,24a5baf27795557c7d88d1cf08be68cd,24.583512,15.95,0.3512
2024,1,24e71611c4025bf86a03ea86d19a6cba,32.454112,14,0.5686
2024,1,24ec56dae678dd7221d793515b9de5d5,9.18,6.4968,0.2923
2024,1,24f0d2e8566ff7e0d29699dbe08236b8,76.052732,52.16,0.3142
2024,1,24f7e610eb620548ee820ac3bce349d7,14.96,5.85,0.609
2024,1,250005d5917767b4b8a44e39299a5646,155.591885,79.22,0.4908
2024,1,2502237a09939c1bfeb687137401118b,20.474012,9.0757,0.5567
2024,1,250f16baaad19f73b582d21b0bb1c8fd,18.24,6.16,0.6623
2024,1,25386a6428f667e16da9863743899286,16.458498,10.56,0.3584
2024,1,255a4bfbcb2e056b14ace3d3c8a07be5,15.643968,11.55,0.2617
2024,1,2561f86e5d6f0045ccbe4f0fa34e8e85,3.95367,3.61,0.0869
2024,1,25c7bb859c456c7bfa23aa3694ad0a2a,21.27086,11.95,0.4382
2024,1,25d04bb7864a8c87546662ce528af4c4,19.305572,14.3,0.2593
2024,1,25de20b99b04f1fcda8982c361926852,0.736996,0.25,0.6608
2024,1,25e2007faf3be1d4c09336461875c645,19.84,15,0.244
2024,1,25fcfb2a8d7047213e11a3382762f322,18.20625,11.4078,0.3734
2024,1,26083f0bcb796f4386a69ebd32d6f81a,19.177377,12.48,0.3492
