country_code,postal_code,place_name,latitude,longitude
CZ,199 00,Praha 9-Letňany,50.1333,14.5167
CZ,678 01,Svatá Kateřina,49.3298,16.6131
CZ,678 01,Lažánky,49.3508,16.7091
CZ,678 01,Klepačov,49.3457,16.6573
CZ,678 01,Horní Lhota,49.3838,16.6507
CZ,678 01,Těchov,49.3773,16.6911
CZ,678 01,Hořice,49.3563,16.6229
CZ,678 01,Blansko,49.363,16.6445
CZ,678 01,Obůrka,49.3589,16.651
CZ,678 01,Olešná,49.3402,16.6369
CZ,678 01,Dolní Lhota,49.3833,16.6333
CZ,679 01,Skalice nad Svitavou,49.4811,16.6036
CZ,679 01,Jabloňany,49.4654,16.6071
CZ,679 01,Voděrady,49.4815,16.5579
CZ,679 01,Obora,49.4522,16.6056
CZ,679 01,Krhov,49.4603,16.5838
CZ,679 01,Mladkov,49.4887,16.6178
CZ,679 01,Lhota Rapotina,49.466,16.6248
CZ,679 02,Kuničky,49.4353,16.6795
CZ,679 02,Rájec,49.4167,16.6333
CZ,679 02,Holešín,49.4278,16.6572
CZ,679 02,Spešov,49.3948,16.6293
CZ,679 02,Ráječko,49.3939,16.645
CZ,679 02,Žďár,49.4216,16.6978
CZ,679 02,Karolín,49.4071,16.6692
CZ,679 02,Petrovice,49.4119,16.6997
CZ,679 02,Jestřebí,49.4105,16.6187
CZ,679 03,Olomučany,49.3309,16.6717
CZ,679 04,Adamov,49.3016,16.6525
CZ,679 05,Křtiny,49.2971,16.7441
CZ,679 05,Habrůvka,49.3035,16.7235
CZ,679 05,Bukovina,49.2974,16.7732
CZ,679 05,Březina,49.4652,16.631
CZ,679 05,Bukovinka,49.2974,16.8094
CZ,679 06,Marianín,49.3906,16.8364
CZ,679 06,Senetářov,49.3547,16.8039
CZ,679 06,Rudice,49.3372,16.7258
CZ,679 06,Holštejn,49.4063,16.7777
CZ,679 06,Vilémovice,49.3638,16.7467
CZ,679 06,Kulířov,49.3793,16.8468
CZ,679 06,Krasová,49.3614,16.7679
CZ,679 06,Jedovnice,49.3445,16.7559
CZ,679 07,Kotvrdovice,49.3551,16.7844
CZ,679 11,Doubravice nad Svitavou,49.4366,16.6294
CZ,679 13,Vavřinec,49.4026,16.7198
CZ,679 13,Vysočany,49.4329,16.8126
CZ,679 13,Molenburk,49.4329,16.8126
CZ,679 13,Sloup,49.4148,16.7395
CZ,679 13,Šošůvka,49.4105,16.7519
CZ,679 13,Veselice,49.3961,16.7116
CZ,679 13,Housko,49.4289,16.7992
CZ,679 13,Suchdol,49.3919,16.722
CZ,679 14,Ostrov u Macochy,49.3824,16.7627
CZ,679 15,Lipovec,49.3839,16.8058
CZ,679 21,Žernovník,49.4069,16.5455
CZ,679 21,Jeneč,49.4135,16.5086
